Хозяева;Гости;Голы хозяев;Голы гостей;День;Месяц;Год;Тур;Стадион;Город;Время начана;Сезон,
"ЦСКА;Краснодар;1;1;3;апреля;2011;3;стадион ""Лужники"";Москва;18:30;2011/2012",
"Терек;Томь;2;0;4;апреля;2011;3;стадион ""им. Билимханова"";Грозный;18:00;2011/2012",
"Крылья Советов;Локомотив;1;0;9;апреля;2011;4;стадион ""Металлург"";Самара;14:00;2011/2012",
"Краснодар;Амкар;1;0;9;апреля;2011;4;стадион ""Кубань"";Краснодар;16:15;2011/2012",
"Динамо;Кубань;1;0;9;апреля;2011;4;стадион ""Арена Химки"";Химки;18:30;2011/2012",
"Ростов;Волга НН;1;3;10;апреля;2011;4;стадион ""Олимп-2"";Ростов-на-Дону;14:00;2011/2012",
"Рубин;Спартак Нч;0;0;10;апреля;2011;4;стадион ""Центральный"";Казань;16:15;2011/2012",
"Зенит;ЦСКА;0;3;10;апреля;2011;4;стадион ""Петровский"";Санкт-Петербург;18:30;2011/2012",
"Спартак;Терек;0;0;10;апреля;2011;4;стадион ""Лужники"";Москва;20:45;2011/2012",
"Томь;Анжи;0;0;11;апреля;2011;4;стадион ""Труд"";Томск;15:00;2011/2012",
"Крылья Советов;Краснодар;0;0;16;апреля;2011;5;стадион ""Металлург"";Самара;14:00;2011/2012",
"Кубань;Ростов;2;0;16;апреля;2011;5;стадион ""Кубань"";Краснодар;16:15;2011/2012",
"Терек;Динамо;0;0;16;апреля;2011;5;стадион ""им. Билимханова"";Грозный;18:30;2011/2012",
"Амкар;Зенит;1;3;17;апреля;2011;5;стадион ""Звезда"";Пермь;12:15;2011/2012",
"Локомотив;Волга НН;1;0;17;апреля;2011;5;стадион ""РЖД Арена"";Москва;14:30;2011/2012",
"ЦСКА;Рубин;2;0;17;апреля;2011;5;стадион ""Арена Химки"";Химки;16:45;2011/2012",
"Анжи;Спартак;2;1;17;апреля;2011;5;стадион ""Динамо"";Махачкала;19:30;2011/2012",
"Спартак Нч;Томь;1;2;18;апреля;2011;5;стадион ""Спартак"";Нальчик;17:00;2011/2012",
"Волга НН;Кубань;0;1;23;апреля;2011;6;стадион ""Локомотив"";Нижний Новгород;14:00;2011/2012",
"Ростов;Терек;1;0;23;апреля;2011;6;стадион ""Олимп-2"";Ростов-на-Дону;16:15;2011/2012",
"Краснодар;Локомотив;1;4;23;апреля;2011;6;стадион ""Кубань"";Краснодар;18:30;2011/2012",
"Томь;ЦСКА;1;1;24;апреля;2011;6;стадион ""Труд"";Томск;12:15;2011/2012",
"Рубин;Амкар;1;1;24;апреля;2011;6;стадион ""Центральный"";Казань;14:30;2011/2012",
"Зенит;Крылья Советов;3;0;24;апреля;2011;6;стадион ""Петровский"";Санкт-Петербург;16:45;2011/2012",
"Спартак;Спартак Нч;1;0;24;апреля;2011;6;стадион ""Лужники"";Москва;19:00;2011/2012",
"Динамо;Анжи;2;2;25;апреля;2011;6;стадион ""Арена Химки"";Химки;19:30;2011/2012",
"ЦСКА;Спартак;0;1;30;апреля;2011;7;стадион ""Лужники"";Москва;14:00;2011/2012",
"Терек;Волга НН;1;0;30;апреля;2011;7;стадион ""им. Билимханова"";Грозный;16:15;2011/2012",
"Локомотив;Кубань;2;1;30;апреля;2011;7;стадион ""РЖД Арена"";Москва;18:30;2011/2012",
"Амкар;Томь;1;2;1;мая;2011;7;стадион ""Звезда"";Пермь;12:00;2011/2012",
"Анжи;Ростов;1;0;1;мая;2011;7;стадион ""Динамо"";Махачкала;14:15;2011/2012",
"Краснодар;Зенит;0;0;1;мая;2011;7;стадион ""Кубань"";Краснодар;16:30;2011/2012",
"Крылья Советов;Рубин;2;2;1;мая;2011;7;стадион ""Металлург"";Самара;19:00;2011/2012",
"Спартак Нч;Динамо;2;3;2;мая;2011;7;стадион ""Спартак"";Нальчик;16:00;2011/2012",
"Томь;Крылья Советов;1;1;7;мая;2011;8;стадион ""Труд"";Томск;11:45;2011/2012",
"Кубань;Терек;2;1;7;мая;2011;8;стадион ""Кубань"";Краснодар;14:00;2011/2012",
"Волга НН;Анжи;1;2;7;мая;2011;8;стадион ""Локомотив"";Нижний Новгород;16:15;2011/2012",
"Ростов;Спартак Нч;0;0;7;мая;2011;8;стадион ""Олимп-2"";Ростов-на-Дону;18:30;2011/2012",
"Динамо;ЦСКА;2;2;8;мая;2011;8;стадион ""Арена Химки"";Химки;14:00;2011/2012",
"Спартак;Амкар;1;2;8;мая;2011;8;стадион ""Лужники"";Москва;16:15;2011/2012",
"Рубин;Краснодар;2;1;8;мая;2011;8;стадион ""Центральный"";Казань;18:30;2011/2012",
"Зенит;Локомотив;1;1;8;мая;2011;8;стадион ""Петровский"";Санкт-Петербург;20:45;2011/2012",
"Спартак Нч;Волга НН;1;1;14;мая;2011;9;стадион ""Спартак"";Нальчик;14:00;2011/2012",
"Краснодар;Томь;2;2;14;мая;2011;9;стадион ""Кубань"";Краснодар;16:15;2011/2012",
"Анжи;Кубань;0;0;14;мая;2011;9;стадион ""Динамо"";Махачкала;18:30;2011/2012",
"Локомотив;Терек;4;0;14;мая;2011;9;стадион ""РЖД Арена"";Москва;20:45;2011/2012",
"Амкар;Динамо;0;0;15;мая;2011;9;стадион ""Звезда"";Пермь;13:30;2011/2012",
"Зенит;Рубин;2;2;15;мая;2011;9;стадион ""Петровский"";Санкт-Петербург;16:00;2011/2012",
"Крылья Советов;Спартак;0;1;15;мая;2011;9;стадион ""Металлург"";Самара;18:15;2011/2012",
"ЦСКА;Ростов;2;1;15;мая;2011;9;стадион ""Арена Химки"";Химки;20:30;2011/2012",
"Терек;Анжи;1;0;20;мая;2011;10;стадион ""Ахмат Арена"";Грозный;16:00;2011/2012",
"Кубань;Спартак Нч;1;1;20;мая;2011;10;стадион ""Кубань"";Краснодар;18:15;2011/2012",
"Рубин;Локомотив;0;0;20;мая;2011;10;стадион ""Центральный"";Казань;20:30;2011/2012",
"Томь;Зенит;2;1;21;мая;2011;10;стадион ""Труд"";Томск;11:45;2011/2012",
"Ростов;Амкар;3;0;21;мая;2011;10;стадион ""Олимп-2"";Ростов-на-Дону;14:00;2011/2012",
"Динамо;Крылья Советов;1;0;21;мая;2011;10;стадион ""Арена Химки"";Химки;16:15;2011/2012",
"Спартак;Краснодар;4;0;21;мая;2011;10;стадион ""Лужники"";Москва;18:30;2011/2012",
"Волга НН;ЦСКА;0;2;21;июля;2011;10;стадион ""Локомотив"";Нижний Новгород;19:30;2011/2012",
"Спартак Нч;Терек;2;2;27;мая;2011;11;стадион ""Спартак"";Нальчик;17:00;2011/2012",
"Рубин;Томь;4;1;27;мая;2011;11;стадион ""Центральный"";Казань;18:45;2011/2012",
"Локомотив;Анжи;1;2;27;мая;2011;11;стадион ""РЖД Арена"";Москва;19:15;2011/2012",
"Зенит;Спартак;3;0;29;мая;2011;11;стадион ""Петровский"";Санкт-Петербург;16:00;2011/2012",
"Крылья Советов;Ростов;2;2;29;мая;2011;11;стадион ""Металлург"";Самара;18:15;2011/2012",
"ЦСКА;Кубань;1;1;29;мая;2011;11;стадион ""Арена Химки"";Химки;19:00;2011/2012",
"Краснодар;Динамо;0;1;29;мая;2011;11;стадион ""Кубань"";Краснодар;20:30;2011/2012",
"Амкар;Волга НН;1;0;30;мая;2011;11;стадион ""Звезда"";Пермь;17:30;2011/2012",
"Томь;Локомотив;2;2;10;июня;2011;12;стадион ""Труд"";Томск;15:30;2011/2012",
"Анжи;Спартак Нч;2;0;10;июня;2011;12;стадион ""Динамо"";Махачкала;17:45;2011/2012",
"Терек;ЦСКА;2;4;10;июня;2011;12;стадион ""Ахмат Арена"";Грозный;18:45;2011/2012",
"Кубань;Амкар;3;2;10;июня;2011;12;стадион ""Кубань"";Краснодар;18:45;2011/2012",
"Волга НН;Крылья Советов;2;0;10;июня;2011;12;стадион ""Локомотив"";Нижний Новгород;19:30;2011/2012",
"Динамо;Зенит;1;1;10;июня;2011;12;стадион ""Арена Химки"";Химки;20:00;2011/2012",
"Спартак;Рубин;0;0;10;июня;2011;12;стадион ""Лужники"";Москва;21:00;2011/2012",
"Ростов;Краснодар;1;3;10;июня;2011;12;стадион ""Олимп-2"";Ростов-на-Дону;21:00;2011/2012",
"Томь;Спартак;1;1;14;июня;2011;13;стадион ""Труд"";Томск;15:30;2011/2012",
"Амкар;Терек;1;0;14;июня;2011;13;стадион ""Звезда"";Пермь;17:45;2011/2012",
"Зенит;Ростов;4;0;14;июня;2011;13;стадион ""Петровский"";Санкт-Петербург;18:45;2011/2012",
"Локомотив;Спартак Нч;3;1;14;июня;2011;13;стадион ""РЖД Арена"";Москва;18:45;2011/2012",
"Крылья Советов;Кубань;1;0;14;июня;2011;13;стадион ""Металлург"";Самара;19:30;2011/2012",
"ЦСКА;Анжи;3;0;14;июня;2011;13;стадион ""Арена Химки"";Химки;20:00;2011/2012",
"Рубин;Динамо;3;0;14;июня;2011;13;стадион ""Центральный"";Казань;21:00;2011/2012",
"Краснодар;Волга НН;4;2;14;июня;2011;13;стадион ""Кубань"";Краснодар;21:00;2011/2012",
"Динамо;Томь;3;0;18;июня;2011;14;стадион ""Арена Химки"";Химки;16:30;2011/2012",
"Амкар;Анжи;0;0;18;июня;2011;14;стадион ""Звезда"";Пермь;16:30;2011/2012",
"Спартак Нч;ЦСКА;0;2;18;июня;2011;14;стадион ""Спартак"";Нальчик;18:45;2011/2012",
"Терек;Крылья Советов;2;0;18;июня;2011;14;стадион ""Ахмат Арена"";Грозный;18:45;2011/2012",
"Волга НН;Зенит;0;2;18;июня;2011;14;стадион ""Локомотив"";Нижний Новгород;18:45;2011/2012",
"Кубань;Краснодар;0;1;18;июня;2011;14;стадион ""Кубань"";Краснодар;20:00;2011/2012",
"Локомотив;Спартак;0;2;18;июня;2011;14;стадион ""РЖД Арена"";Москва;21:00;2011/2012",
"Ростов;Рубин;1;3;18;июня;2011;14;стадион ""Олимп-2"";Ростов-на-Дону;21:00;2011/2012",
"Томь;Ростов;1;1;22;июня;2011;15;стадион ""Труд"";Томск;15:30;2011/2012",
"Амкар;Спартак Нч;1;0;22;июня;2011;15;стадион ""Звезда"";Пермь;17:45;2011/2012",
"Спартак;Динамо;0;2;22;июня;2011;15;стадион ""Лужники"";Москва;18:45;2011/2012",
"Рубин;Волга НН;2;0;22;июня;2011;15;стадион ""Центральный"";Казань;18:45;2011/2012",
"Крылья Советов;Анжи;0;3;22;июня;2011;15;стадион ""Металлург"";Самара;19:30;2011/2012",
"ЦСКА;Локомотив;3;1;22;июня;2011;15;стадион ""Арена Химки"";Химки;20:00;2011/2012",
"Краснодар;Терек;0;2;22;июня;2011;15;стадион ""Кубань"";Краснодар;21:00;2011/2012",
"Зенит;Кубань;1;0;22;июня;2011;15;стадион ""Петровский"";Санкт-Петербург;21:00;2011/2012",
"Томь;Волга НН;0;3;26;июня;2011;16;стадион ""Труд"";Томск;14:15;2011/2012",
"Амкар;ЦСКА;0;2;26;июня;2011;16;стадион ""Звезда"";Пермь;16:30;2011/2012",
